Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price for banana,BINNY MILL (F&V)Pachha BaleAverage429QuintalMaximum price  Rs.1300 and Minimum price Rs.600,KARNATAKA,BELGAUM,ATHNI,42:48.7
,HORTICULTURE,Vegetables,Chillies,Cultural Practices,Asked about Cultural Practices,VEGETABLE SPECIAL 5 GRAM PER LITER OF WATER APPLY 10 KG 10: 26:26 FERILIZER,KARNATAKA,BELGAUM,CHIKODI,16:39.0
,AGRICULTURE,Others,Others,Weather,Asked about taluk Weather report of  raybag,"There is a chance of 80%  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 9243345433, 1800220161, 08022211118, 08022235675.",KARNATAKA,BELGAUM,RAYBAG,47:02.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Hukeri, Karnataka 10 Day Weather15:11 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT5 APRT-Storms Early--22ï¿½ï¿½90%W 15 km/h68%SAT6 APRMostly Sunny38ï¿½ï¿½22ï¿½ï¿½0%NW 12 km/h39%SUN7 APRMostly Sunny39ï¿½ï¿½22ï¿½ï¿½0%NW 11 km/h27%MON8 APRMostly Sunny39ï¿½ï¿½22ï¿½ï¿½0%WNW 16 km/h29%TUE9 APRSunny39ï¿½ï¿½22ï¿½ï¿½0%NW 13 km/h34%WED10 APRMostly Sunny39ï¿½ï¿½23ï¿½ï¿½0%NNW 13 km/h34%T",KARNATAKA,BELGAUM,HUKERI,13:57.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni taluk,Partly cloudy and there is a chances of rain about precipitation 90%.,KARNATAKA,BELGAUM,ATHNI,30:29.7
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Sowing Time and Weather,Asked about sowing season for sugarcane,"son for sugarcaneJune - Aug,Oct - Nov,Jan - FebAnimal husbandry & Veterinary18004250012, 08023417100, 08022866431, 08023410509Poultry deparment08028866093, 08023411483Poultry farm8028466093",KARNATAKA,BELGAUM,PARASGAD,34:34.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,05 Apr Rainfall(MM) : 0 Temp(Max/Min):36.0 /21.5  Humidity(Max/Min)40.0 /94.0  Wind:1.9,KARNATAKA,BELGAUM,ATHNI,46:41.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Athani, Karnataka 10 Day Weather15:50 IST15:50 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT5 APRT-Storms Early--24ï¿½ï¿½90%W 12 km/h59%SAT6 APRMostly Sunny40ï¿½ï¿½24ï¿½ï¿½0%NNW 10 km/h33%SUN7 APRSunny40ï¿½ï¿½24ï¿½ï¿½0%NNW 14 km/h23%MON8 APRMostly Sunny41ï¿½ï¿½24ï¿½ï¿½0%NW 12 km/h25%TUE9 APRMostly Sunny40ï¿½ï¿½25ï¿½ï¿½0%NNW 13 km/h31%WED10 APRMostly Sunny40ï¿½ï¿½26ï¿½ï¿½0%NNE 13 km/h28%THU11 APRMostly Sunny40ï¿½ï¿½26ï¿½ï¿½0%NNE 11 ",KARNATAKA,BELGAUM,ATHNI,51:52.4
,AGRICULTURE,Others,Others,Weather,Asked about taluk Weather report of  athni,"There is a chance of 80%  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 9243345433, 1800220161, 08022211118, 08022235675.",KARNATAKA,BELGAUM,ATHNI,18:42.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurg taluk.,Partly cloudy and there is a chances of rain about precipitation 90%.,KARNATAKA,BELGAUM,RAMDURG,38:59.3
,AGRICULTURE,Others,Others,Weather,CALL DISCONNECTED,CALL DISCONNECTED,KARNATAKA,BELGAUM,BELGAUM,46:10.7
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",ASKED ABOUT DISEASE CONTROL IN,Spray 3.0 g. Captan/lit. water for nursery.,KARNATAKA,BELGAUM,KHANAPUR,11:26.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurg taluk.,Partly cloudy and there is a chances of rain about precipitation 80%.,KARNATAKA,BELGAUM,RAMDURG,29:53.8
,HORTICULTURE,Vegetables,Chillies,Bio-Pesticides and Bio-Fertilizers,Nutrient Management,Irrigated crop:Farm yard manure: 10 tons/acre.Chemical fertilizers (kg/acre): N: P: P: 60: 30: 30Rainfed crop:Farm yard manure: 10 tons/ac.Chemical fertilizers (kg/acre): N: P: K: 40: 20: 20Top dress:Top dress the crop 6 weeks after transplanting.Second top dress to given 10 weeks after transplanting and earth up the crop.,KARNATAKA,BELGAUM,CHIKODI,11:51.6
,AGRICULTURE,Others,Others,Weather,Asked about taluk Weather report of  chikodi,"There is a chance of 80%  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 9243345433, 1800220161, 08022211118, 08022235675.",KARNATAKA,BELGAUM,CHIKODI,49:03.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Chikodi, Karnataka 5 Day Weather20:01 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT5 APRT-Storms Early--22ï¿½ï¿½80%W 13 km/h72%SAT6 APRMostly Sunny38ï¿½ï¿½22ï¿½ï¿½0%NW 11 km/h38%SUN7 APRMostly Sunny39ï¿½ï¿½22ï¿½ï¿½0%NW 12 km/h28%MON8 APRMostly Sunny39ï¿½ï¿½22ï¿½ï¿½0%WNW 18 km/h30%TUE9 APRSunny39ï¿½ï¿½23ï¿½ï¿½0%WNW 13 km/h35%WED10 APR",KARNATAKA,BELGAUM,CHIKODI,01:42.0
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,Asked about Nutrient management of sugarcane,"10:26:26 192.3kg per acre as basal dose, Urea 43kg as top dress at 45-50 days after transplanting",KARNATAKA,BELGAUM,ATHNI,14:24.5
,HORTICULTURE,Fruits,Banana,Cultural Practices,Asked about General information about banana,"Varietal DescriptionVarietiesPlanting TimeSpacing (Feet)Suckars (acre)Yield (tons/acre)Poovan, Dwarf CavendishJune - JulyDwarf Cavendish6 x 61234Dwarf Cavendish12 - 16RobustaRobusta 7 x 6900Robusta 15 - 18Grand nine, Rasabale, Rajapuri, Yelakkibale, Nendran, Madurangabale.Other varieties 7 x 7908Other varieties 8 - 12",KARNATAKA,BELGAUM,ATHNI,35:14.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi,"Precipitation 2%Hazy sunshine; very warm, low humidity; air quality will be unhealthy for sensitive groups",KARNATAKA,BELGAUM,CHIKODI,15:59.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAMDURGA taluk.,Generally clear. High 39ï¿½ï¿½C. Winds N at 10 to 15 k,KARNATAKA,BELGAUM,RAMDURG,31:14.9
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF CHIKODI TALUK.,Generally clear. High 38ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,CHIKODI,59:14.1
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in sugarcane,For growth and development recommended to spray water soluble fertilizers 19:19:19 3g + MULTIMAX - 3 g per liter + Carbendazim 1 g litre of water and dissolve completely in water then spray on both sides of leaf.,KARNATAKA,BELGAUM,PARASGAD,39:56.4
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT BELGUAM TALUK,Thunderstorms. High 94F. Winds W at 5 to 10 mph. Chance of rain 80%.,KARNATAKA,BELGAUM,BYLAHONGAL,48:54.1
,HORTICULTURE,Fruits,Grape,Nutrient Management,ASKED ABOUT NUTRIENT MANAGEMENT IN GRAPES,Recommended to apply FYM PER PIT 20 KGDAP500gUrea       1 kg per plant.,KARNATAKA,BELGAUM,ATHNI,01:23.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report,TIMEDESCRIPTIONTEMPFEELSPRECIPHUMIDITYWIND12:30SATSunny35ï¿½ï¿½36ï¿½ï¿½20%31%NNW 6 km/h13:00SATSunny35ï¿½ï¿½36ï¿½ï¿½20%29%NNW 6 km/h14:00SATPartly Cloudy36ï¿½ï¿½36ï¿½ï¿½25%26%NNE 7 km/h15:00SATShowers36ï¿½ï¿½36ï¿½ï¿½35%24%NNE 8 km/h16:00SA,KARNATAKA,BELGAUM,ATHNI,22:15.1
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","Pod borerCaterpillar bore the pods feeds on seeds, hole on pods.",Spray 2.0 ml. Malathion 50 EC./ lit. water .,KARNATAKA,BELGAUM,KHANAPUR,02:08.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of khanapur taluk,Thunderstorms early. Low 22ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,KHANAPUR,21:55.6
,HORTICULTURE,Vegetables,Bitter Gourd,Nutrient Management,asked for nutrient management,Farm yard manure : 10 tons/acreChemical fertilizers (kg/acre): N : P : K : 25: 20: 20Top dressing: Apply 50% of N 4 weeks after transplanting and earth up the crodiv.,KARNATAKA,BELGAUM,KHANAPUR,44:42.5
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about control measures for fruit borer in chilli,Recommended to spray 0.5 ml. Indoxacarb 14.5 SL. and 250 liter spray solution required per acre. or Chlorantraniliprole - 18.5% SC (Corazin) 0.25 ml per liter of water,KARNATAKA,BELGAUM,KHANAPUR,45:53.5
,AGRICULTURE,Others,Others,Weather,Asked about Weather report of taluk,Hazy sunshine; very warm; air quality will be unhealthy for sensitive groups,KARNATAKA,BELGAUM,BELGAUM,52:42.2
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Seeds,Asked about sowing season and fertilizers for cotton,"sowing may June monthyield 7 - 8 black cotton soils, 5 - 6 sandy loam soilsnutrient managementIrrigated cottonApply 50% nitrogen ( 30 kg), entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) to give in 3 splits i.e. 50 ,  80 and 110 days after sowing as topdressing.Rainfed cottonApply 50% nitrogen, entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) at 60 days after sowing as topdressing.In high rainfall areas of semi malnad areas, apply 50% nitrogen at the time of sowing and remaining 50% nitrogen fertilizers in 2 splits i.e. 60 & 90 days after sowing as topdressing.Spray urea or DAP 2% fertilizers solution to the crop at 80 days after sowing in 2 times.Apply fertilizers 2'' surrounding the plants as the intra spacing is higher there by avoid the wastage and better utilization of fertilizers.",KARNATAKA,BELGAUM,RAMDURG,44:53.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of,TONIGHTT-STORMS EARLYMIN.25ï¿½ï¿,KARNATAKA,BELGAUM,GOKAK,02:18.4
,AGRICULTURE,Others,Others,Cultural Practices,Asked about General information,Given as per the guidelines,KARNATAKA,BELGAUM,ATHNI,10:44.4
,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about progressive farmer contact number,suggested to contact near by agriculture department,KARNATAKA,BELGAUM,GOKAK,44:21.8
,HORTICULTURE,Fruits,Ber,Cultural Practices,Asked about time of pruning in ber,Suggested to take pruning in month of April or before onset of monsoon.,KARNATAKA,BELGAUM,ATHNI,08:32.1
,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Asked about jeevamrutham for banana crop which is having bunch,"Recommended to apply banana special during bunch , jeevamrutham during growing of banana plant",KARNATAKA,BELGAUM,RAMDURG,58:09.3
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price for onion,BENGALURULocalAverage5510QuintalMaximum price  Rs.900 and Minimum price Rs.600,KARNATAKA,BELGAUM,RAMDURG,48:56.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk.,"Partly cloudy,Precipitation 0% there is no chances of occurrence of rain for a week.For more information contact VARUNA MITRA 9243345433 and 080-22745232 / 34)",KARNATAKA,BELGAUM,CHIKODI,26:08.8
,AGRICULTURE,Others,Others,Cultural Practices,Asked about General information,Given as per the guidelines,KARNATAKA,BELGAUM,ATHNI,45:35.0
,AGRICULTURE,Cereals,Triticale,Seeds,ASKED FOR GENERAL INFORMATION,Salient featuresCo - 86032 (Nayana) varieties not suitable for problematic and marshy lands.CoVC. - 2003 - 165 (Abimanyu) tolerant to scale insect and susceptible to smut disease.November - February months are suitable for planting in coastal areas.Use 8 - 10 months old disease free sugarcane sets for planting.Apply fertilizers based on soil test.,KARNATAKA,BELGAUM,GOKAK,36:54.6
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,Asked about Nutrient management of sugarcane,"DAP 80kg, MOP 80kg per acre as basal dose",KARNATAKA,BELGAUM,GOKAK,40:33.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation 0%Mostly sunny; very warm; air quality will be unhealthy for sensitive groupsWinds from theSE 9 km/h,KARNATAKA,BELGAUM,BYLAHONGAL,40:39.1
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price,COMMODITY: JowarMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BELAGAVIJowar ( White)Average100Quintal220029002700BENGALURUJowar ( White)Average133Quintal220026002400GANGAVATIJowar HybridAverage159Quintal185018501850SINDHANURJowar HybridAverage2886Quintal170020002000,KARNATAKA,BELGAUM,BELGAUM,08:05.5
,AGRICULTURE,Cereals,Triticale,Seeds,ASKED FOR GENERAL INFORMATION,ASKED FOR GENERAL INFORMATION,KARNATAKA,BELGAUM,GOKAK,27:18.8
,HORTICULTURE,Fruits,Banana,Nutrient Management,Nutrient Management,"Farm yard manure/Compost/acre: 16 tons (before planting)Fertilizers (g. per plant)VarietiesNPKSuckers (g. /plant)175105220Robusta/Dwarf Cavendish (g. /plant)216130270Other Varieties (g. /Plant)16096200Tissue culture banana (g. /Plant)200100300Note: Fertilizers for tissue culture banana to be given at : 35, 70, 105, 140, 175 days after planting (5 instalments).",KARNATAKA,BELGAUM,HUKERI,21:06.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about Weed management in sugarcane,"Control of creeper weeds post emergence directed application of fernoxone (2, 4 ï¿½ï¿½ï¿½D sodium salt) @ 2 gm + 10 gm of urea per liter of water may be sprayed over the creeper ",KARNATAKA,BELGAUM,GOKAK,44:07.2
,HORTICULTURE,Fruits,Banana,Field Preparation,ASKED ABOUT THE PLANT PROTECTION in banana,At the time of planting the rhizomes may treated with any one of the Fungicides /lit. watera)Propiconozole 25 EC.- 1.0 ml.b)Theiophenate methyl 70 Wdiv.- 1.0 g.c)Carbendazim 50 Wdiv.- 1.0 g.d)Metham Sodium (Vapom) - 1.0 g.In Mashy area provide drainage.,KARNATAKA,BELGAUM,GOKAK,55:22.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  khanapur taluk.,Generally clear. High 37ï¿½ï¿½C. N winds shifting to WSW at 15 to 25 k,KARNATAKA,BELGAUM,KHANAPUR,57:52.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",ASKED ABOUT THE PLANT PROTECTION IN SUGARCANE,RECOMMENDED TO SPRAYSpray 2.0 ml Chlorpyriphos 20 EC./lit. water.,KARNATAKA,BELGAUM,HUKERI,31:30.6
,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Asked about control measures for leaf spot damage in banana,Recommended to spray Propiconozole 25 EC.- 1.0 ml. + 19:19:19 3 gm + multimax 5 gm per liter of water. For getting higher yield of banana spray banana special 5 g. /lt. for 5 months after planting. Totally 5 sprays can be given.,KARNATAKA,BELGAUM,GOKAK,36:10.2
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about plant protection in bhendi,Recommended to Spray 1.0 g. Carbendazim 50 WP. in a lit. water. 200 to 250 lit. spray solution required/acre for bhendi Weed management in sugarcane Spray the soil with 1 kg Atrazine 50% WP. or 1 kg Diuron 80% or 600 g.,KARNATAKA,BELGAUM,BELGAUM,41:19.0
,AGRICULTURE,Others,Others,Weather,.Asked about taluk Weather report of  athni,"There is no chance of  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 9243345433, 1800220161, 08022211118, 08022235675.",KARNATAKA,BELGAUM,ATHNI,16:10.3
,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about dharwad  agricultural university contact number.,Agriculture college dharwad contact number:-0836 221 4420,KARNATAKA,BELGAUM,HUKERI,28:31.3
,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Asked about plant protection in paddy control of yellow stem borer,Recommended to spray Chlorpyriphos 20 EC. - 2.0 ml per liter of water.,KARNATAKA,BELGAUM,BYLAHONGAL,34:27.3
,AGRICULTURE,Others,Others,Cultural Practices,Asked about General information,Given as per the guidelines,KARNATAKA,BELGAUM,PARASGAD,40:42.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Belgaum taluk.,"Partly cloudy,Precipitation 10% there is no chances of occurrence of rain for a week.",KARNATAKA,BELGAUM,PARASGAD,24:50.3
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price,COMMODITY: Green ChillyMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BAGEPALLIGreen ChillyAverage2Quintal300042003650BANGARPETGreen ChillyAverage1Quintal180022002000BINNY MILL (F&V)Green ChillyAverage118Quintal350050004000CHIKKAMAGALURUGreen ChillyAverage65Quintal372639263826GOWRIBIDNURGreen ChillyAverage3Quintal8501000950HONNALIGreen ChillyMedium5Quintal400040004000RAMANAGARAGreen ChillyAverage4Quintal480052005000,KARNATAKA,BELGAUM,HUKERI,54:12.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Chikodi taluk.,"Partly cloudy,Precipitation 0% there is no chances of occurrence of rain for a week.",KARNATAKA,BELGAUM,CHIKODI,01:21.5
,AGRICULTURE,Others,Others,Fertilizer Use and Availability,asked about online shopping of fertilizers,suggested to contact fertilizer dealers for online shopping,KARNATAKA,BELGAUM,GOKAK,12:18.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of KHANAPUR TALUK,"Partly cloudy, There is  no chance of  occurrence of rain today,  for  more information please call varunamitra 9243345433,1800220161, 08022211118, 08022235675,",KARNATAKA,BELGAUM,KHANAPUR,54:32.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi taluk.,Generally clear. High 39ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,CHIKODI,04:48.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of belgaum,Afternoon showers. High 37ï¿½ï¿½C. Winds WNW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,BELGAUM,00:56.0
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Plant protection (Insects),Spray 2.0 ml. Chlorpyriphos 20 EC in a lit. water.OR4 per cent NSKE. After first spray Ha. NPV 100 LE spray/acre during evening hours.,KARNATAKA,BELGAUM,RAMDURG,21:00.5
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Asked about nutrient management in chilli,suggested to spray chilli special 5 gram in one liter of water,KARNATAKA,BELGAUM,KHANAPUR,16:39.7
,HORTICULTURE,Vegetables,Chillies,Field Preparation,ASKED FOR GENERAL INFORMATION,ASKED FOR GENERAL INFORMATION,KARNATAKA,BELGAUM,KHANAPUR,20:35.9
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT WEATHER REPORT OF TALUK,21ï¿½ï¿½LORealFeelï¿½ï¿½ 20ï¿½ï¿½Precipitation 1%Hazy; air quality will be unhealthy for sensitive groupsWinds from theW 11 km/hGusts: 22 km/hMax UV Index: N/AThund,KARNATAKA,BELGAUM,RAYBAG,51:12.0
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Pest management in sugarcane.,Recommended to apply :- carbofuron @ 3kg/acre.,KARNATAKA,BELGAUM,PARASGAD,42:03.1
,AGRICULTURE,Fruits,Banana,Market Information,asked about krishi marata vahini toll free number,Toll Free No: 1800-425-1552 To disseminate the Market Information to farmers and public.,KARNATAKA,BELGAUM,BYLAHONGAL,45:39.6
